order_item_id,order_id,product_id,quantity,price_at_purchase,order_date,customer_id,total_price,product_name,category,price,supplier_id,revenue
1034,1968,538,1,999.6,2023-11-09,5250,1026.02,Wireless Charger,Electronics,956.06,538,999.6
1035,7351,964,1,731.0,2024-11-04,2187,731.0,Toaster Oven,Home & Kitchen,74.02,564,731.0
1036,7346,248,1,877.44,2023-12-29,4675,877.44,File Cabinet,Furniture,725.39,548,877.44
1037,11828,15,1,956.56,2024-03-27,2331,962.25,Laptop Stand,Accessories,44.45,515,956.56
1038,1754,1167,1,948.12,2023-11-26,7365,948.12,Food Processor,Home & Kitchen,419.49,567,948.12
1039,1926,140,1,841.32,2023-12-09,3162,844.52,USB-C Hub,Electronics,70.68,540,841.32
1040,10808,610,1,751.53,2024-06-02,1555,751.53,Gaming Keyboard,Electronics,525.35,510,751.53
1041,1335,532,1,144.33,2024-06-20,2186,218.7,Storage Shelf,Furniture,456.19,532,144.33
1042,14946,1807,1,170.67,2024-04-14,5250,170.67,Bath Towels,Home & Kitchen,998.67,507,170.67
1043,396,788,1,160.77,2024-10-29,8434,160.77,Wireless Charger,Electronics,483.19,588,160.77
1044,10680,1043,1,262.08,2024-08-02,907,268.45,Desk Organizer,Accessories,284.47,543,262.08
1045,3651,309,1,815.36,2024-08-08,1005,821.86,Computer Speakers,Electronics,864.9,509,815.36
1046,8562,846,1,737.04,2024-03-18,3149,737.04,4K Monitor,Electronics,834.65,546,737.04
1047,13218,166,1,460.28,2024-07-19,3833,460.28,Mechanical Keyboard,Electronics,741.41,566,460.28
1048,2359,1012,1,697.66,2024-07-19,5432,697.66,Rice Cooker,Home & Kitchen,36.0,512,697.66
1049,7179,199,1,813.71,2024-10-21,884,886.76,Webcam HD,Electronics,809.75,599,813.71
1050,10161,1806,1,102.85,2023-12-22,2652,127.21,Drawer Unit,Furniture,347.67,506,102.85
1051,9026,978,1,738.29,2024-08-23,434,809.48,Cable Organizer,Accessories,965.57,578,738.29
1052,5224,788,1,296.51,2024-02-27,404,366.86,Wireless Charger,Electronics,483.19,588,296.51
1053,11233,1320,1,310.97,2024-09-16,7093,310.97,Wireless Mouse,Electronics,762.64,520,310.97
1054,9759,494,1,676.7,2024-05-23,3402,676.7,Screen Protector,Accessories,695.24,594,676.7
1055,3747,281,1,806.57,2024-01-28,5952,876.14,Wall Clock,Home & Kitchen,400.97,581,806.57
1056,11264,694,1,540.44,2024-02-14,2496,540.44,Screen Protector,Accessories,730.37,594,540.44
1057,5615,346,1,45.19,2024-02-02,2447,45.19,4K Monitor,Electronics,49.16,546,45.19
1058,14601,1221,1,857.06,2024-09-01,2111,940.43,Power Strip,Electronics,283.11,521,857.06
1059,4843,839,1,96.63,2024-09-06,6924,175.89,Wireless Presenter,Electronics,73.42,539,96.63
1060,4308,962,1,45.22,2024-08-26,9407,45.22,Rice Cooker,Home & Kitchen,954.97,562,45.22
1061,5420,1671,1,483.14,2024-02-20,4899,556.79,Power Strip,Electronics,725.19,571,483.14
1062,4617,1130,1,872.58,2024-08-05,6071,872.58,Kitchen Blender,Home & Kitchen,270.63,530,872.58
1063,1015,792,1,618.46,2024-02-02,3897,618.46,Electric Kettle,Home & Kitchen,128.08,592,618.46
1064,4739,1767,1,967.6,2024-07-17,2716,967.6,Food Processor,Home & Kitchen,554.81,567,967.6
1065,14248,134,1,551.0,2024-01-23,700,621.17,Air Purifier,Home & Kitchen,495.6,534,551.0
1066,8405,221,1,541.56,2024-03-11,2701,626.64,Power Strip,Electronics,657.51,521,541.56
1067,2387,1536,1,60.65,2023-11-22,3337,60.65,Standing Desk,Furniture,167.91,536,60.65
1068,434,1765,1,420.3,2024-04-09,6712,420.3,Laptop Stand,Accessories,865.65,565,420.3
1069,6346,152,1,326.7,2024-10-01,1791,359.92,Coffee Maker,Home & Kitchen,1.25,552,326.7
1070,14913,931,1,281.62,2024-02-05,9561,306.0,Wall Clock,Home & Kitchen,12.31,531,281.62
1071,3154,141,1,448.33,2023-12-02,4283,448.33,Wireless Earbuds,Electronics,956.18,541,448.33
1072,5710,1314,1,542.62,2024-08-20,4159,624.58,Toaster Oven,Home & Kitchen,92.56,514,542.62
1073,12056,130,1,71.99,2024-03-06,1811,71.99,Kitchen Blender,Home & Kitchen,147.44,530,71.99
1074,468,1568,1,120.01,2023-12-15,7327,129.57,Monitor Stand,Furniture,697.67,568,120.01
1075,2013,2,1,187.75,2024-02-23,2972,187.75,Coffee Maker,Home & Kitchen,937.29,502,187.75
1076,2168,1408,1,653.62,2024-08-19,1530,653.62,External SSD,Electronics,222.83,508,653.62
1077,14855,1510,1,263.67,2024-07-18,4213,347.85,Gaming Keyboard,Electronics,316.32,510,263.67
1078,11278,1303,1,202.45,2024-05-17,173,331.93,Document Scanner,Electronics,33.57,503,202.45
1079,4372,1755,1,146.96,2024-07-01,3335,146.96,Tablet Stand,Accessories,307.48,555,146.96
1080,423,1597,1,814.52,2024-01-10,4506,814.52,Water Bottle,Home & Kitchen,276.32,597,814.52
1081,7592,1949,1,777.16,2024-03-30,4967,777.16,Webcam HD,Electronics,424.57,549,777.16
1082,9356,416,1,97.92,2023-12-02,3665,174.21,Mechanical Keyboard,Electronics,545.62,516,97.92
1083,226,187,1,331.45,2024-06-05,5417,331.45,Throw Pillows,Home & Kitchen,112.02,587,331.45
1084,430,1736,1,37.24,2024-03-03,6345,71.0,Standing Desk,Furniture,619.88,536,37.24
1085,6078,1828,1,599.44,2024-02-24,5987,629.58,Cable Organizer,Accessories,43.45,528,599.44
1086,9197,457,1,636.21,2024-06-11,9041,709.23,Bath Towels,Home & Kitchen,265.08,557,636.21
1087,5883,1094,1,63.97,2024-06-03,4781,63.97,Screen Protector,Accessories,214.29,594,63.97
1088,12234,1384,1,799.99,2024-09-11,9405,923.39,Air Purifier,Home & Kitchen,177.18,584,799.99
1089,3522,1575,1,756.19,2023-11-17,7275,756.19,Bluetooth Headphones,Electronics,520.4,575,756.19
1090,11980,852,1,927.48,2024-08-28,6324,935.03,Coffee Maker,Home & Kitchen,71.63,552,927.48
1091,11535,88,1,310.75,2024-01-13,3597,310.75,Wireless Charger,Electronics,666.66,588,310.75
1092,4471,174,1,965.73,2024-03-05,4398,993.93,Portable Charger,Accessories,101.3,574,965.73
1093,7230,1813,1,629.07,2024-07-15,5614,629.07,Phone Grip,Accessories,722.9,513,629.07
1094,10909,182,1,454.47,2023-11-12,5308,454.47,Storage Shelf,Furniture,770.46,582,454.47
1095,2863,1805,1,855.34,2024-10-19,9835,855.34,Tablet Stand,Accessories,891.68,505,855.34
1096,127,1385,1,227.64,2024-09-03,7615,227.64,Smartphone Case,Accessories,249.72,585,227.64
1097,1310,516,1,729.63,2024-08-21,1638,729.63,Mechanical Keyboard,Electronics,40.03,516,729.63
1098,10619,399,1,392.62,2024-05-13,6134,396.21,Webcam HD,Electronics,313.83,599,392.62
1099,7819,834,1,992.92,2023-12-28,1892,992.92,Air Purifier,Home & Kitchen,916.9,534,992.92
1100,5193,548,1,593.87,2024-07-23,1781,596.22,File Cabinet,Furniture,35.28,548,593.87
1101,988,493,1,216.07,2024-01-26,9623,216.07,Desk Organizer,Accessories,76.11,593,216.07
1102,1480,1163,1,946.81,2024-10-21,1880,948.94,Phone Grip,Accessories,134.47,563,946.81
1103,12738,135,1,932.94,2023-12-24,9018,932.94,Smartphone Case,Accessories,680.57,535,932.94
1104,12155,695,1,43.88,2024-10-05,8302,68.86,Desk Lamp,Home & Kitchen,46.74,595,43.88
1105,12821,584,1,312.89,2024-06-25,3373,322.59,Air Purifier,Home & Kitchen,391.87,584,312.89
1106,4878,1728,1,241.75,2024-10-01,7157,241.75,Cable Organizer,Accessories,454.09,528,241.75
1107,6123,1896,1,760.27,2024-03-16,5896,794.31,4K Monitor,Electronics,389.19,596,760.27
1108,247,1369,1,814.78,2024-05-18,3500,816.43,Laptop Sleeve,Accessories,786.66,569,814.78
1109,13916,1982,1,983.79,2024-05-19,1752,983.79,Storage Shelf,Furniture,851.7,582,983.79
1110,10405,1634,1,852.44,2024-05-22,599,852.44,Air Purifier,Home & Kitchen,72.33,534,852.44
1111,7585,132,1,694.22,2024-02-03,6470,694.22,Storage Shelf,Furniture,515.57,532,694.22
1112,4984,937,1,611.94,2023-11-05,2343,611.94,Throw Pillows,Home & Kitchen,108.59,537,611.94
1113,10937,701,1,534.23,2023-12-23,9011,556.83,Office Chair,Furniture,503.86,501,534.23
1114,9808,535,1,560.29,2024-04-10,2547,560.29,Smartphone Case,Accessories,769.23,535,560.29
1115,13438,1958,1,928.51,2024-01-28,4463,928.51,External SSD,Electronics,180.06,558,928.51
1116,12864,1990,1,767.41,2024-05-27,31,767.41,USB-C Hub,Electronics,806.78,590,767.41
1117,10030,406,1,741.85,2024-08-28,3426,741.85,Drawer Unit,Furniture,934.43,506,741.85
1118,11738,559,1,611.91,2024-10-18,6092,611.91,Computer Speakers,Electronics,601.0,559,611.91
1119,5721,1881,1,687.03,2024-01-08,4681,687.03,Wall Clock,Home & Kitchen,341.45,581,687.03
1120,12193,1805,1,193.18,2024-10-02,6716,229.88,Tablet Stand,Accessories,891.68,505,193.18
1121,8169,920,1,716.13,2024-06-09,19,716.13,Wireless Mouse,Electronics,768.3,520,716.13
1122,13359,397,1,149.37,2024-02-13,5272,149.37,Water Bottle,Home & Kitchen,353.42,597,149.37
1123,12159,1806,1,702.53,2024-06-21,8059,702.53,Drawer Unit,Furniture,347.67,506,702.53
1124,8238,302,1,998.29,2024-09-18,2594,1002.06,Coffee Maker,Home & Kitchen,160.82,502,998.29
1125,10332,953,1,979.01,2024-10-14,9491,979.01,Document Scanner,Electronics,168.99,553,979.01
1126,10218,1744,1,574.23,2024-07-18,3947,574.23,Screen Protector,Accessories,910.74,544,574.23
1127,13637,1290,1,662.59,2023-11-29,1721,662.59,USB-C Hub,Electronics,202.85,590,662.59
1128,10336,651,1,413.05,2024-02-06,1006,537.65,Office Chair,Furniture,593.76,551,413.05
1129,1,1896,1,96.99,2024-10-10,8002,165.18,4K Monitor,Electronics,389.19,596,96.99
1130,13110,45,1,872.62,2024-02-19,2671,893.96,Desk Lamp,Home & Kitchen,582.2,545,872.62
1131,10660,1280,1,123.93,2023-11-08,4775,187.02,Kitchen Blender,Home & Kitchen,843.91,580,123.93
1132,10888,1335,1,508.66,2023-12-31,2269,508.66,Smartphone Case,Accessories,204.11,535,508.66
1133,11877,614,1,39.71,2024-07-07,3390,169.87,Toaster Oven,Home & Kitchen,983.86,514,39.71
1134,3525,355,1,263.83,2024-01-17,9282,271.33,Tablet Stand,Accessories,989.41,555,263.83
1135,14158,1511,1,591.93,2024-07-21,3442,625.45,Gaming Mouse Pad,Accessories,632.06,511,591.93
1136,13997,581,1,95.22,2023-11-23,695,171.96,Wall Clock,Home & Kitchen,690.64,581,95.22
1137,8433,1115,1,884.35,2023-12-20,8107,886.71,Laptop Stand,Accessories,261.24,515,884.35
1138,8236,1835,1,213.88,2024-10-10,2485,213.88,Smartphone Case,Accessories,704.58,535,213.88
1139,13651,1055,1,780.28,2023-12-15,5416,780.46,Tablet Stand,Accessories,45.31,555,780.28
1140,778,602,1,672.15,2024-08-10,3751,672.15,Coffee Maker,Home & Kitchen,187.49,502,672.15
1141,6560,1107,1,545.34,2024-06-20,1864,545.34,Bath Towels,Home & Kitchen,744.81,507,545.34
1142,3050,289,1,953.7,2024-10-15,7983,991.32,Wireless Presenter,Electronics,175.2,589,953.7
1143,10191,1656,1,204.08,2023-11-18,839,204.08,Drawer Unit,Furniture,952.12,556,204.08
1144,12194,380,1,610.83,2023-11-24,5572,610.83,Kitchen Blender,Home & Kitchen,932.78,580,610.83
1145,14783,1465,1,983.96,2024-01-08,2075,1062.83,Laptop Stand,Accessories,678.0,565,983.96
1146,7731,1367,1,291.9,2024-09-29,169,291.9,Food Processor,Home & Kitchen,726.93,567,291.9
1147,7345,1960,1,757.94,2024-03-31,9209,757.94,Gaming Keyboard,Electronics,90.95,560,757.94
1148,5327,1034,1,242.6,2024-08-23,9285,242.6,Air Purifier,Home & Kitchen,944.73,534,242.6
1149,4833,660,1,360.05,2024-01-12,7427,360.05,Gaming Keyboard,Electronics,819.44,560,360.05
1150,14509,1829,1,344.6,2024-06-11,6287,344.6,Storage Containers,Home & Kitchen,833.36,529,344.6
1151,4911,399,1,439.59,2024-09-01,6402,439.59,Webcam HD,Electronics,313.83,599,439.59
1152,6910,986,1,145.91,2024-01-31,9656,230.36,Standing Desk,Furniture,521.17,586,145.91
1153,3123,1865,1,579.06,2024-06-16,3384,579.06,Laptop Stand,Accessories,836.31,565,579.06
1154,6666,1294,1,531.65,2024-08-27,3372,531.65,Screen Protector,Accessories,83.58,594,531.65
1155,4940,480,1,101.89,2024-04-15,3227,101.89,Kitchen Blender,Home & Kitchen,330.42,580,101.89
1156,2005,817,1,536.58,2024-02-02,3102,536.58,Food Processor,Home & Kitchen,922.37,517,536.58
1157,965,1809,1,699.62,2024-05-04,7580,699.62,Computer Speakers,Electronics,561.73,509,699.62
1158,8905,129,1,206.97,2023-11-15,4567,215.92,Storage Containers,Home & Kitchen,749.8,529,206.97
1159,4931,1601,1,390.56,2024-02-23,6895,390.56,Office Chair,Furniture,122.19,501,390.56
1160,12333,340,1,164.48,2024-10-08,6454,164.48,USB-C Hub,Electronics,178.52,540,164.48
1161,8575,716,1,196.89,2023-12-10,634,206.29,Mechanical Keyboard,Electronics,980.89,516,196.89
1162,14083,975,1,612.65,2024-07-14,3019,612.65,Bluetooth Headphones,Electronics,43.54,575,612.65
1163,14899,1298,1,135.68,2023-11-21,1069,165.78,File Cabinet,Furniture,933.83,598,135.68
1164,5259,409,1,381.25,2024-03-25,9519,381.25,Computer Speakers,Electronics,891.41,509,381.25
1165,14004,823,1,685.74,2024-05-05,1539,685.74,Bookshelf,Furniture,907.19,523,685.74
1166,5116,307,1,995.96,2024-04-18,776,995.96,Bath Towels,Home & Kitchen,921.56,507,995.96
1167,3310,1130,1,178.13,2024-03-20,3602,178.13,Kitchen Blender,Home & Kitchen,270.63,530,178.13
1168,7599,1826,1,790.01,2024-07-29,813,790.01,Noise Cancelling Headset,Electronics,608.78,526,790.01
1169,697,118,1,671.03,2024-04-15,3263,673.52,Monitor Stand,Furniture,92.46,518,671.03
1170,10742,522,1,620.89,2024-05-22,2610,620.89,Microphone,Electronics,406.07,522,620.89
1171,8036,1357,1,505.02,2024-07-23,7443,572.97,Bath Towels,Home & Kitchen,594.01,557,505.02
1172,8300,1306,1,467.16,2024-04-18,4204,467.16,Drawer Unit,Furniture,530.42,506,467.16
1173,8888,1596,1,775.3,2024-05-02,4386,777.87,4K Monitor,Electronics,368.76,596,775.3
1174,11490,129,1,437.69,2024-06-23,794,437.69,Storage Containers,Home & Kitchen,749.8,529,437.69
1175,3615,1095,1,405.87,2023-12-28,5567,441.19,Desk Lamp,Home & Kitchen,338.72,595,405.87
1176,12617,1145,1,879.89,2024-09-07,7255,879.89,Desk Lamp,Home & Kitchen,523.51,545,879.89
1177,8713,1246,1,97.69,2024-10-25,4817,225.49,4K Monitor,Electronics,593.22,546,97.69
1178,6000,867,1,521.0,2024-10-20,7478,593.06,Food Processor,Home & Kitchen,905.75,567,521.0
1179,7765,92,1,295.24,2023-12-05,5103,295.24,Electric Kettle,Home & Kitchen,599.17,592,295.24
1180,10080,1954,1,687.37,2024-06-12,3626,687.37,Desk Mat,Accessories,438.57,554,687.37
1181,8370,950,1,596.24,2024-07-08,6335,596.24,Keyboard Wrist Rest,Accessories,43.83,550,596.24
1182,1114,1374,1,558.24,2024-01-19,6360,558.24,Portable Charger,Accessories,651.22,574,558.24
1183,3527,1330,1,576.48,2023-11-16,2232,576.48,Kitchen Blender,Home & Kitchen,659.03,530,576.48
1184,381,307,1,846.04,2023-12-07,5868,846.04,Bath Towels,Home & Kitchen,921.56,507,846.04
1185,13914,315,1,419.79,2023-11-15,3561,427.81,Laptop Stand,Accessories,204.56,515,419.79
1186,4131,942,1,891.38,2023-12-21,1656,891.38,Electric Kettle,Home & Kitchen,705.39,542,891.38
1187,3349,315,1,770.19,2024-02-17,7761,770.19,Laptop Stand,Accessories,204.56,515,770.19
1188,3231,1894,1,609.11,2024-05-06,8965,685.43,Screen Protector,Accessories,91.81,594,609.11
1189,2735,476,1,307.19,2024-02-26,8866,307.78,Noise Cancelling Headset,Electronics,430.69,576,307.19
1190,1841,242,1,384.53,2024-08-01,3895,384.53,Electric Kettle,Home & Kitchen,957.07,542,384.53
1191,14202,1741,1,870.48,2024-09-29,3909,870.48,Wireless Earbuds,Electronics,404.61,541,870.48
1192,9461,1273,1,943.38,2024-02-11,1394,943.38,Bookshelf,Furniture,350.59,573,943.38
1193,7159,878,1,945.92,2023-11-17,9816,945.92,Cable Organizer,Accessories,711.97,578,945.92
1194,11723,1390,1,100.08,2023-12-17,1252,100.08,USB-C Hub,Electronics,112.83,590,100.08
1195,6847,607,1,135.4,2024-08-20,5545,135.4,Bath Towels,Home & Kitchen,461.6,507,135.4
1196,12795,1406,1,491.38,2024-03-31,4792,491.38,Drawer Unit,Furniture,31.87,506,491.38
1197,14621,1814,1,666.37,2024-07-10,8529,666.37,Toaster Oven,Home & Kitchen,586.95,514,666.37
1198,967,343,1,88.95,2024-06-15,3193,88.95,Desk Organizer,Accessories,361.47,543,88.95
1199,2450,370,1,489.53,2024-06-18,6031,561.98,Wireless Mouse,Electronics,384.95,570,489.53
1200,14931,1866,1,156.4,2024-04-02,4334,156.4,Mechanical Keyboard,Electronics,438.37,566,156.4
1201,3244,1936,1,182.8,2024-03-02,472,182.8,Standing Desk,Furniture,195.32,536,182.8
1202,13574,1389,1,478.65,2023-11-26,4824,482.98,Wireless Presenter,Electronics,287.91,589,478.65
1203,7539,745,1,83.99,2024-02-26,9024,83.99,Desk Lamp,Home & Kitchen,235.65,545,83.99
1204,3880,633,1,40.69,2024-04-02,8972,40.69,WiFi Router,Electronics,232.49,533,40.69
1205,5707,957,1,782.57,2024-02-11,6476,782.57,Bath Towels,Home & Kitchen,236.89,557,782.57
1206,8768,1956,1,101.41,2024-10-08,904,101.41,Drawer Unit,Furniture,383.66,556,101.41
1207,11933,14,1,38.03,2023-12-25,3816,44.19,Toaster Oven,Home & Kitchen,844.45,514,38.03
1208,228,226,1,708.39,2024-10-14,1372,786.0,Noise Cancelling Headset,Electronics,828.05,526,708.39
1209,10929,1651,1,833.44,2024-05-02,9316,833.44,Office Chair,Furniture,893.05,551,833.44
1210,2979,330,1,214.35,2024-03-05,6799,220.73,Kitchen Blender,Home & Kitchen,16.9,530,214.35
1211,8617,708,1,386.24,2024-10-22,9733,386.24,External SSD,Electronics,49.07,508,386.24
1212,10272,1857,1,398.71,2024-06-09,3485,398.71,Bath Towels,Home & Kitchen,766.67,557,398.71
1213,6290,1772,1,470.58,2024-05-03,6839,470.58,Microphone,Electronics,930.91,572,470.58
1214,3719,237,1,133.69,2024-01-31,6173,133.69,Throw Pillows,Home & Kitchen,322.78,537,133.69
1215,13957,1925,1,299.62,2023-11-24,5887,299.62,Bluetooth Headphones,Electronics,906.34,525,299.62
1216,9958,1216,1,854.66,2024-05-26,4387,857.23,Mechanical Keyboard,Electronics,250.56,516,854.66
1217,4845,50,1,432.32,2024-04-05,5132,432.32,Keyboard Wrist Rest,Accessories,476.46,550,432.32
1218,10304,1849,1,404.18,2024-06-18,8617,404.18,Webcam HD,Electronics,129.37,549,404.18
1219,7981,1350,1,390.0,2024-02-06,6011,429.76,Keyboard Wrist Rest,Accessories,880.89,550,390.0
1220,12611,1625,1,558.67,2024-08-25,451,558.67,Bluetooth Headphones,Electronics,179.41,525,558.67
1221,9623,574,1,528.85,2023-11-21,7008,528.85,Portable Charger,Accessories,955.43,574,528.85
1222,4505,1920,1,857.86,2023-11-23,8427,857.86,Wireless Mouse,Electronics,397.75,520,857.86
1223,4927,657,1,876.55,2023-12-07,8746,944.11,Bath Towels,Home & Kitchen,623.66,557,876.55
1224,10160,1785,1,261.62,2024-02-10,2506,265.19,Smartphone Case,Accessories,494.24,585,261.62
1225,13556,963,1,737.46,2024-08-06,9058,774.14,Phone Grip,Accessories,290.96,563,737.46
1226,11748,815,1,806.05,2024-03-03,5391,806.05,Laptop Stand,Accessories,944.07,515,806.05
1227,12015,1174,1,833.71,2024-11-03,7171,833.71,Portable Charger,Accessories,478.44,574,833.71
1228,492,802,1,658.8,2023-11-29,5234,658.8,Coffee Maker,Home & Kitchen,851.23,502,658.8
1229,4004,1563,1,633.88,2024-04-23,5281,633.88,Phone Grip,Accessories,692.96,563,633.88
1230,12064,1940,1,778.15,2024-06-24,6,778.15,USB-C Hub,Electronics,101.45,540,778.15
1231,7330,415,1,515.87,2023-12-22,6826,515.87,Laptop Stand,Accessories,368.41,515,515.87
1232,9849,80,1,576.43,2024-01-24,8254,615.81,Kitchen Blender,Home & Kitchen,934.82,580,576.43
1233,3425,1885,1,800.42,2024-07-04,9520,800.42,Smartphone Case,Accessories,117.2,585,800.42
1234,12514,1835,1,796.8,2024-07-11,3027,796.8,Smartphone Case,Accessories,704.58,535,796.8
1235,321,264,1,882.56,2024-06-25,3260,882.56,Toaster Oven,Home & Kitchen,910.88,564,882.56
1236,11346,1820,1,351.07,2024-07-15,7111,477.99,Wireless Mouse,Electronics,223.51,520,351.07
1237,7900,39,1,753.14,2024-06-11,8421,753.14,Wireless Presenter,Electronics,845.76,539,753.14
1238,3454,1066,1,452.36,2024-10-15,1391,452.36,Mechanical Keyboard,Electronics,523.6,566,452.36
1239,4008,65,1,127.96,2024-10-08,9968,127.96,Laptop Stand,Accessories,599.96,565,127.96
1240,10626,882,1,823.78,2024-09-17,4244,823.78,Storage Shelf,Furniture,13.11,582,823.78
1241,3388,1120,1,568.58,2024-05-05,4234,570.43,Wireless Mouse,Electronics,872.01,520,568.58
1242,1907,1910,1,365.09,2023-12-20,1217,365.09,Gaming Keyboard,Electronics,599.83,510,365.09
1243,5785,870,1,563.01,2024-02-15,6665,596.17,Wireless Mouse,Electronics,403.09,570,563.01
1244,6572,750,1,934.29,2023-11-13,4327,934.29,Keyboard Wrist Rest,Accessories,207.25,550,934.29
1245,3947,1863,1,856.32,2024-04-13,7605,856.32,Phone Grip,Accessories,207.06,563,856.32
1246,2047,521,1,510.3,2024-08-12,4199,510.3,Power Strip,Electronics,135.86,521,510.3
1247,11262,5,1,901.47,2024-05-17,246,901.47,Tablet Stand,Accessories,388.17,505,901.47
1248,12215,226,1,488.13,2024-09-12,7254,569.13,Noise Cancelling Headset,Electronics,828.05,526,488.13
1249,7306,1123,1,54.19,2024-09-02,5223,82.57,Bookshelf,Furniture,421.51,523,54.19
1250,2930,1435,1,928.08,2023-12-22,8913,928.08,Smartphone Case,Accessories,265.17,535,928.08
1251,9982,583,1,968.8,2024-10-23,2831,1057.18,WiFi Router,Electronics,77.77,583,968.8
1252,155,1033,1,700.32,2023-12-28,9845,700.32,WiFi Router,Electronics,339.34,533,700.32
1253,9809,1630,1,193.25,2024-03-10,1916,193.25,Kitchen Blender,Home & Kitchen,412.27,530,193.25
1254,14814,1101,1,621.48,2023-11-10,541,621.48,Office Chair,Furniture,749.89,501,621.48
1255,4217,1659,1,435.25,2024-08-31,2796,463.25,Computer Speakers,Electronics,829.69,559,435.25
1256,7583,1716,1,748.56,2023-12-30,6265,755.47,Mechanical Keyboard,Electronics,500.04,516,748.56
1257,7239,140,1,257.76,2024-03-29,8015,257.76,USB-C Hub,Electronics,70.68,540,257.76
1258,7736,541,1,731.73,2024-09-30,6635,731.73,Wireless Earbuds,Electronics,154.05,541,731.73
1259,3192,1489,1,331.6,2024-07-29,3506,331.6,Wireless Presenter,Electronics,604.09,589,331.6
1260,11202,1859,1,301.06,2023-11-19,6298,322.76,Computer Speakers,Electronics,677.68,559,301.06
1261,6180,1361,1,986.43,2024-07-23,3889,995.36,Gaming Mouse Pad,Accessories,258.49,561,986.43
1262,158,285,1,919.25,2024-06-17,5931,919.25,Smartphone Case,Accessories,620.59,585,919.25
1263,5770,1260,1,239.15,2024-08-26,1192,239.15,Gaming Keyboard,Electronics,163.9,560,239.15
1264,8752,1458,1,712.46,2024-01-22,1112,712.46,External SSD,Electronics,21.14,558,712.46
1265,9936,1858,1,581.31,2024-06-14,7033,650.13,External SSD,Electronics,979.81,558,581.31
1266,10425,737,1,446.15,2023-12-02,7581,475.95,Throw Pillows,Home & Kitchen,34.93,537,446.15
1267,3843,1893,1,499.46,2024-06-16,8264,567.29,Desk Organizer,Accessories,846.25,593,499.46
1268,12969,790,1,574.03,2024-10-10,1765,574.03,USB-C Hub,Electronics,861.45,590,574.03
1269,5597,1492,1,79.75,2024-10-09,1475,102.07,Electric Kettle,Home & Kitchen,669.66,592,79.75
1270,4979,1230,1,669.49,2024-05-26,7852,669.49,Kitchen Blender,Home & Kitchen,136.81,530,669.49
1271,8466,563,1,421.71,2023-12-22,4112,421.71,Phone Grip,Accessories,845.65,563,421.71
1272,11934,925,1,294.03,2024-07-10,1579,299.32,Bluetooth Headphones,Electronics,546.06,525,294.03
1273,14614,298,1,882.72,2024-01-05,787,882.72,File Cabinet,Furniture,246.76,598,882.72
1274,2996,1350,1,681.05,2023-12-28,4991,681.05,Keyboard Wrist Rest,Accessories,880.89,550,681.05
1275,13396,1208,1,674.8,2024-03-24,2913,711.42,External SSD,Electronics,332.27,508,674.8
1276,1427,17,1,833.02,2024-04-10,7059,833.02,Food Processor,Home & Kitchen,139.62,517,833.02
1277,6241,790,1,458.95,2024-09-14,3037,465.94,USB-C Hub,Electronics,861.45,590,458.95
1278,9607,822,1,627.65,2024-02-16,1515,712.64,Microphone,Electronics,273.53,522,627.65
1279,3466,140,1,996.31,2024-07-03,2259,1029.79,USB-C Hub,Electronics,70.68,540,996.31
1280,1283,1158,1,702.41,2024-06-10,6486,702.41,External SSD,Electronics,402.37,558,702.41
1281,3406,1942,1,643.86,2024-06-19,6519,643.86,Electric Kettle,Home & Kitchen,244.58,542,643.86
1282,3333,1476,1,136.24,2024-07-25,9934,136.24,Noise Cancelling Headset,Electronics,162.89,576,136.24
1283,11055,654,1,537.63,2024-06-20,3150,563.81,Desk Mat,Accessories,466.2,554,537.63
1284,702,1039,1,96.31,2024-06-12,2598,96.31,Wireless Presenter,Electronics,85.61,539,96.31
1285,12306,1991,1,549.71,2024-03-16,4229,628.34,Wireless Earbuds,Electronics,984.12,591,549.71
1286,8123,1299,1,921.13,2024-08-16,8271,921.13,Webcam HD,Electronics,686.28,599,921.13
1287,3042,1645,1,786.48,2024-01-10,1046,786.48,Desk Lamp,Home & Kitchen,739.75,545,786.48
1288,2414,1614,1,23.59,2024-04-06,1639,28.12,Toaster Oven,Home & Kitchen,888.91,514,23.59
1289,4501,769,1,201.96,2023-12-07,708,201.96,Laptop Sleeve,Accessories,974.57,569,201.96
1290,7663,1146,1,629.04,2024-05-01,4511,629.04,4K Monitor,Electronics,471.95,546,629.04
1291,9363,228,1,817.58,2024-09-14,7326,817.58,Cable Organizer,Accessories,225.41,528,817.58
1292,7383,996,1,635.63,2023-12-12,6420,635.63,4K Monitor,Electronics,205.43,596,635.63
1293,7575,1543,1,458.59,2024-08-24,1959,458.59,Desk Organizer,Accessories,829.2,543,458.59
1294,12284,593,1,135.8,2024-09-13,1506,135.8,Desk Organizer,Accessories,276.04,593,135.8
1295,6942,1266,1,542.19,2024-06-08,8701,542.19,Mechanical Keyboard,Electronics,800.69,566,542.19
1296,13121,1269,1,707.57,2023-11-30,7778,715.22,Laptop Sleeve,Accessories,18.26,569,707.57
1297,13274,1826,1,599.83,2024-02-27,5406,680.05,Noise Cancelling Headset,Electronics,608.78,526,599.83
1298,6705,64,1,307.45,2024-08-10,6356,337.03,Toaster Oven,Home & Kitchen,377.45,564,307.45
